,movie_id,movie_name,Action,Action/Adventure,Adventure,Black-and-white,Comedy,Crime Fiction,Drama,Family Film,Horror,Indie,Romance Film,Short Film,Thriller,World cinema
37437,14489554,Too Many Crooks,0,0,0,1,1,1,0,0,0,0,0,0,0,0
21765,11347238,Baaz,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7599,3676154,That Hamilton Woman,0,0,0,1,0,0,1,0,0,0,1,0,0,0
10924,5376856,Nigel Planter And The Chamber Pot of Secrets / Circus of Fear,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11727,262770,The Tango Lesson,0,0,0,1,0,0,1,0,0,1,1,0,0,0
24834,10539303,Heidi,0,0,0,1,0,0,1,1,0,0,0,0,0,0
19397,879006,Missile to the Moon,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12500,23417724,Excuse Me,0,0,0,1,1,0,0,0,0,0,1,0,0,0
42081,18589854,A Night to Remember,0,0,0,1,1,0,0,0,0,0,0,0,0,0
19168,17006384,Cracked Nuts,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40094,19201427,Innocence of Lizette,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12993,14123005,I Live in Grosvenor Square,0,0,0,1,1,0,0,0,0,0,0,0,0,0
81,180917,Valiant Is the Word for Carrie,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25648,3673436,You Only Live Once,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3086,6243766,Superman,1,0,1,1,0,0,0,0,0,0,0,0,0,0
14837,9877212,Tarzan the Tiger,1,1,1,1,0,0,1,0,0,1,0,0,0,0
31137,11380221,Dreams,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8266,19687396,Clown Princes,0,0,0,1,1,0,0,1,0,0,0,1,0,0
34359,23913596,"Love, Speed and Thrills",0,0,0,1,1,0,0,0,0,0,0,1,0,0
29764,16780424,The Unholy Three,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2208,4525665,The Student Prince in Old Heidelberg,0,0,0,1,1,0,1,0,0,1,1,0,0,0
17571,9918995,La Diosa impura,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19973,15290813,The Dark Tower,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9480,17325678,The Mystic,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11975,18871379,Turn Back the Clock,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3438,2539863,The Impossible Voyage,0,0,1,1,0,0,0,0,0,1,0,1,0,0
23259,6694508,The Wasp Woman,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6388,9458737,The Cabinet of Caligari,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22714,17257976,Jim Bludso,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2330,19192023,Emmy of Stork's Nest,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40474,5242523,Stage Door Canteen,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11490,14187360,The Capture,0,1,0,1,0,1,1,0,0,0,0,0,0,0
34339,19254681,Maria Candelaria,0,0,0,1,0,0,1,0,0,0,1,0,0,1
10964,14144257,Gunfighters of the Northwest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
18665,6334811,When Lincoln Paid,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21446,4085736,The Caretakers,0,0,0,1,0,0,1,0,0,0,0,0,0,0
42044,14375863,The Red Lanterns,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23870,11149034,The Little Kidnappers,0,0,0,1,0,1,1,1,0,0,0,0,0,0
26341,19394168,Flor Silvestre,0,0,0,1,0,0,1,0,0,0,0,0,0,0
15986,11527293,Two Comrades Were Serving,1,0,0,1,1,0,1,0,0,0,0,0,0,1
28413,1644429,"Masculin, féminin",0,0,0,1,0,0,1,0,0,0,0,0,0,1
21838,23779762,Close to My Heart,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16727,3494241,The Mummy's Tomb,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25650,9912104,El Hijo del crack,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11154,15397453,A Pleasant Journey,0,0,0,1,1,0,0,1,0,1,0,1,0,0
9142,1141361,Red-Headed Woman,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36371,3291573,The Monster,0,0,0,1,1,0,0,0,1,0,0,0,0,0
9559,7259438,The Evidence of the Film,0,0,0,1,0,1,0,0,0,1,0,1,0,0
15234,15310776,La Habanera,0,0,0,1,0,0,1,0,0,0,1,0,0,1
12710,76403,Verbena Tragica,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21136,9104281,Casanova Brown,0,0,0,1,1,0,0,0,0,0,1,0,0,0
41151,6400083,The Saint in New York,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8368,3654486,Story of a Prostitute,0,0,0,1,0,0,1,0,0,0,1,0,0,1
20965,13257327,Love Crazy,0,0,0,1,1,0,0,0,0,0,1,0,0,0
30222,19314593,Spook Spoofing,0,0,0,1,1,0,0,1,0,0,0,1,0,0
32899,10649757,Something to Sing About,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2656,4149808,The Sleeping City,0,0,0,1,0,1,0,0,0,0,0,0,0,0
32431,1958815,Christopher Strong,0,0,0,1,0,0,1,0,0,0,1,0,0,0
29300,7972448,Any Old Port,0,0,0,1,1,0,0,0,0,0,0,1,0,0
41223,15408925,The Private Life of Don Juan,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3005,6095252,Road to Singapore,0,1,1,1,1,0,0,0,0,0,0,0,0,0
39289,7856323,Dr. Jekyll and Mr. Hyde,0,0,0,1,0,0,0,0,1,0,0,1,0,0
26509,23951630,Silver Blaze,0,0,0,1,0,1,0,0,0,0,0,0,0,0
22967,6482317,Kárhozat,0,0,0,1,0,0,1,0,0,0,1,0,0,1
20023,15440115,Our Gang Follies of 1938,0,0,0,1,1,0,0,1,0,0,0,1,0,0
19817,11451309,The Property Man,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5405,919005,Swing Time,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23037,11815331,The Adventures of Rusty,0,0,0,1,0,0,1,1,0,0,0,0,0,0
33903,19290912,Sunday Calm,0,0,0,1,1,0,0,1,0,0,0,1,0,0
6464,2098698,Beyond the Forest,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34871,614477,The Crimson Ghost,1,0,1,1,0,1,0,0,0,0,0,0,0,0
25457,14736920,The Three Troubledoers,0,0,0,1,1,0,0,0,0,0,0,1,0,0
864,1660834,Shadow,1,0,0,1,0,1,1,0,0,0,0,0,1,1
3154,14102789,The Young Teacher,0,0,0,1,0,0,1,1,0,0,0,0,0,0
10223,12338593,Laksamana Do Re Mi,0,0,1,1,1,0,0,0,0,0,0,0,0,0
17419,14362599,Cactus Makes Perfect,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1017,1488066,Lolita,0,0,0,1,1,0,1,0,0,0,1,0,0,0
18771,546663,A Woman of Paris,0,0,0,1,0,0,1,0,0,1,1,0,0,0
4382,5088914,Our Wife,0,0,0,1,1,0,0,0,0,0,0,1,0,0
24392,8202158,Lured,0,0,0,1,0,1,1,0,0,0,0,0,1,0
16333,3644779,Gertrud,0,0,0,1,0,0,1,0,0,0,1,0,0,1
12845,9104429,The Miracle Woman,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25321,6531454,Revolt of the Zombies,0,0,0,1,0,0,0,0,1,1,0,0,0,0
11620,14609636,Three Pests in a Mess,0,0,0,1,1,0,0,0,0,0,0,1,0,0
30511,8008969,Me and My Pal,0,0,0,1,1,0,0,0,0,0,0,1,0,0
31242,2974554,Tag der Freiheit: Unsere Wehrmacht,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20234,18577542,Master of Love,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17902,6015713,Indestructible Man,0,0,0,1,0,0,0,0,1,1,0,0,0,0
31611,11567269,Montana Moon,0,0,0,1,1,0,1,0,0,0,0,0,0,0
40311,5464104,Block-Heads,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7038,18699640,The Halliday Brand,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8028,2052143,Titanic,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22269,14375363,Raven's End,0,0,0,1,0,0,1,0,0,0,0,0,0,0
35212,19389615,Fish Hooky,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1653,144831,The Thin Man Goes Home,0,0,0,1,1,1,0,0,0,0,0,0,1,0
8782,14499499,The Girl from 10th Avenue,0,0,0,1,0,0,1,0,0,0,0,0,0,0
37650,9280571,The Mystery of the Marie Celeste,0,0,0,1,0,0,1,0,1,0,0,0,1,0
24639,9803131,Calling Dr. Death,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10135,1236676,Empire,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9076,19828357,Calling All Kids,0,0,0,1,1,0,0,1,0,0,0,1,0,0
29229,11201793,Skal vi vædde en million?,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24139,5641052,The Charge of the Light Brigade,1,1,0,1,0,0,1,0,0,0,1,0,0,0
32378,76634,The Wind,0,0,0,1,0,0,1,0,0,1,0,0,0,0
25275,1397120,The Great Lie,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39332,18654391,The Dock Brief,0,0,0,1,1,0,0,0,0,0,0,0,0,0
37353,2675881,Black Friday,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26413,9652303,Home Town Story,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3065,73498,Fury,0,0,0,1,0,1,1,0,0,0,0,0,0,0
42059,2610460,Der müde Tod,0,0,0,1,0,0,1,0,0,1,0,0,0,1
17684,17451938,Tawny Pipit,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23096,19397838,Hi'-Neighbor!,0,0,0,1,1,0,0,1,0,0,0,1,0,0
26056,3044570,Hold Back Tomorrow,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21116,19203513,Peggy Leads the Way,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17381,2546884,Police!,0,0,0,1,1,0,0,0,0,1,0,1,0,0
24881,16842403,I Want a Divorce,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32153,21447744,Bloody Spear at Mount Fuji,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33327,10393953,The Lady Lies,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24488,1812238,A Bill of Divorcement,0,0,0,1,0,0,1,0,0,1,0,0,0,0
37444,15281528,Man of the Moment,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27526,30865811,La Terra trema,0,0,0,1,0,0,1,0,0,1,0,0,0,1
8692,2197752,Alam Ara,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9486,11792000,Violent Summer,0,0,0,1,0,0,1,0,0,0,1,0,0,1
6067,14738854,Love at First Bite,0,0,0,1,1,0,0,0,0,0,0,1,0,0
41743,5067869,Gaehwadang imun,0,0,0,1,0,0,1,0,0,1,0,0,0,0
28,1369204,Juarez,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13811,16913484,Sharp Shooters,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4105,5603557,Should Married Men Go Home?,0,0,0,1,1,0,0,0,0,1,0,1,0,0
21355,16262723,The Last of Mrs. Cheyney,0,0,0,1,0,0,1,0,0,0,0,0,0,0
32786,23961445,The Live Wire,0,0,0,1,0,0,1,0,0,0,0,0,1,0
18422,2199657,Daughters Courageous,0,0,0,1,0,0,1,0,0,0,0,0,0,0
33140,9429327,People on Sunday,0,0,0,1,1,0,1,0,0,1,1,0,0,0
18493,8267581,Sherlock Holmes and the House of Fear,0,0,0,1,0,1,0,0,1,0,0,0,1,0
15850,2708426,Dancing Lady,0,0,0,1,1,0,0,0,0,0,1,0,0,0
26960,6748163,The Paleface,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5615,13976296,Dick Tracy vs. Cueball,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32738,5367617,They Died with Their Boots On,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22171,204805,Bosko the Doughboy,0,0,0,1,1,0,0,1,0,0,0,1,0,0
34172,6114445,Cash and Carry,0,0,0,1,1,0,0,0,0,0,0,1,0,0
25127,12696164,Rango,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30894,10388154,The Planter's Wife,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22667,6675128,King of the Zombies,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4100,2555226,Hold That Lion!,0,0,0,1,1,0,0,0,0,0,0,1,0,0
18788,330874,L'avventura,0,0,1,1,0,0,1,0,0,0,0,0,0,1
23498,4449656,All Night,0,0,0,1,1,0,0,0,0,1,0,0,0,0
27496,17039851,Tonight or Never,0,0,0,1,1,0,0,0,0,0,1,0,0,0
39392,20977469,Our Betters,0,0,0,1,1,0,0,0,0,0,0,0,0,0
41946,4044836,The Mad Ghoul,0,0,0,1,0,0,0,0,1,0,0,0,0,0
39842,18499684,Easy Living,0,0,0,1,0,0,1,0,0,0,0,0,0,0
17146,10534885,Partie de cartes,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3181,3584478,His Kind of Woman,0,0,0,1,0,1,1,0,0,0,1,0,1,0
20155,2774060,Trapped,0,0,0,1,0,1,1,0,0,0,0,0,1,0
7090,13458785,Oil's Well That Ends Well,0,0,0,1,1,0,0,0,0,0,0,1,0,0
27657,3125976,The Window,0,0,0,1,0,1,1,0,0,0,0,0,0,0
14471,14414193,Crossroads,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22796,4091931,You Can't Cheat an Honest Man,0,0,0,1,1,0,0,0,0,0,1,0,0,0
20562,1876167,The Clairvoyant,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3859,18146946,Broadway Love,0,0,0,1,0,0,0,0,0,0,1,0,0,0
36744,4791224,Tarzan of the Apes,1,0,1,1,0,0,0,0,0,1,0,0,0,0
15211,19828661,Radio Bugs,0,0,0,1,1,0,0,1,0,0,0,1,0,0
31180,14577660,Pride of the Marines,0,0,0,1,0,0,1,0,0,0,0,0,0,0
505,4600837,The Mysterious Dr. Fu Manchu,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36032,14809402,The Gun Packer,0,0,0,1,0,0,0,0,0,1,0,1,0,0
15652,2346853,Christmas Holiday,0,0,0,1,0,0,1,0,0,0,0,0,0,0
40444,2158246,Jules and Jim,0,0,0,1,0,0,1,0,0,0,1,0,0,1
14607,4471037,Jalitgeola,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3185,19662241,The Little Ranger,0,0,0,1,1,0,0,1,0,0,0,1,0,0
30211,1256587,Teenagers from Outer Space,0,0,0,1,0,0,0,0,1,1,0,0,0,0
39704,19828514,Little Miss Pinkerton,0,0,0,1,1,0,0,1,0,0,0,1,0,0
13265,19408859,Reunion in Rhythm,0,0,0,1,1,0,0,1,0,0,0,1,0,0
40177,15103522,Nine Days in One Year,0,0,0,1,0,0,1,0,0,0,0,0,0,0
32818,8620341,An Unseen Enemy,0,0,0,1,0,1,0,0,0,1,0,1,1,0
14726,2677828,The Invisible Man Returns,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38408,4573027,Border Patrol,1,0,1,1,0,0,0,0,0,0,0,0,0,0
41686,13604898,Jungle Woman,0,0,0,1,0,0,1,0,1,0,0,0,0,0
36150,8108210,Pardon My Scotch,0,0,0,1,1,0,0,0,0,0,0,1,0,0
18890,5514092,Pukar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41218,8279481,Manhunt of Mystery Island,1,0,1,1,0,0,0,0,0,0,0,0,0,0
36749,183851,"Edward, My Son",0,0,0,1,0,0,1,0,0,0,0,0,0,0
19332,2772791,Shame,0,0,0,1,0,1,1,0,0,0,0,0,0,1
25945,12579895,It Grows on Trees,0,0,0,1,1,0,0,0,0,0,0,0,0,0
19339,10393294,Three-Cornered Moon,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9173,19800473,Melodies Old and New,0,0,0,1,1,0,0,1,0,0,0,1,0,0
24437,8030277,Blonde Venus,0,0,0,1,0,0,1,0,0,0,1,0,0,0
13647,8009481,The Live Ghost,0,0,0,1,1,0,0,0,0,0,0,1,0,0
36024,20297563,That Certain Age,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29865,19388949,The Pooch,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1313,6572584,The Silver Lining,0,0,0,1,0,0,1,0,0,1,0,0,0,0
9567,4241641,Hell Is a City,0,0,0,1,0,1,1,0,0,0,0,0,1,0
16011,14736972,Monkey Businessmen,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3566,14440290,Saved by the Belle,0,0,0,1,1,0,0,0,0,0,0,1,0,0
9801,3645663,Il Posto,0,0,0,1,1,0,1,0,0,0,0,0,0,1
23596,2055814,Brute Force,0,0,0,1,0,1,1,0,0,0,0,0,0,0
40970,9916970,The Mouthpiece,0,0,0,1,0,1,1,0,0,0,0,0,0,0
12199,9085771,I Stole a Million,0,0,0,1,0,1,1,0,0,0,0,0,0,0
31392,3758886,Zenobia,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23793,14247287,Mutts to You,0,0,0,1,1,0,0,0,0,0,0,1,0,0
30243,144637,After the Thin Man,0,0,0,1,1,1,0,0,0,0,0,0,1,0
31524,7993874,The Angel Wore Red,0,0,0,1,0,0,1,0,0,0,1,0,0,0
26263,18780551,Payment Deferred,0,0,0,1,0,1,1,0,0,0,0,0,0,0
7233,1568715,A Busy Day,0,0,0,1,1,0,0,0,0,1,0,1,0,0
14467,8206306,Dead Ringer,0,0,0,1,0,0,0,0,0,0,0,0,1,0
38948,22643662,Pygmalion,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10832,21743943,The Ape Woman,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26640,9231313,Desperate Journey,1,1,0,1,0,0,1,0,0,0,0,0,0,0
27309,14348806,Winter Meeting,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1229,4696764,The Three Musketeers,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2858,12606644,Le Plaisir,0,0,0,1,1,0,1,0,0,0,0,0,0,1
10720,6764425,Under Two Flags,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30371,3055220,And the Angels Sing,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17371,10299365,Paris,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26211,3906544,The Devil Bat,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31243,18501121,End of the World,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13887,3680204,Tarzan and His Mate,0,0,1,1,0,0,0,0,0,0,0,0,0,0
14981,10608687,Marius,0,0,0,1,1,0,1,0,0,0,1,0,0,0
35169,14925191,Remember?,0,0,0,1,1,0,0,0,0,0,1,0,0,0
38233,4527254,The Sins of the Children,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7871,22162922,I Wanted Wings,0,0,0,1,0,0,1,0,0,0,1,0,0,0
7129,9916550,Battling with Buffalo Bill,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4292,10502224,The Monster of Piedras Blancas,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31228,14683800,Guns a Poppin!,0,0,0,1,1,0,0,0,0,0,0,1,0,0
7097,12970989,The Boycotted Baby,0,0,0,1,1,0,0,0,0,1,0,1,0,0
23733,19400519,Little Papa,0,0,0,1,1,0,0,1,0,0,0,1,0,0
35058,11557479,Dream of Love,0,0,0,1,0,0,1,0,0,1,0,0,0,0
13891,10393653,The Man from Yesterday,0,0,0,1,0,0,1,0,0,0,0,0,0,0
697,19389678,Forgotten Babies,0,0,0,1,1,0,0,1,0,0,0,1,0,0
21157,183855,Come to the Stable,0,0,0,1,0,0,1,0,0,0,0,0,0,0
36650,15842654,His First Flame,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9637,23923137,Hitler - Dead or Alive,1,1,0,1,0,0,1,0,0,0,0,0,0,0
6401,12872401,The Matchmaker,0,0,0,1,1,0,0,0,0,0,1,0,0,0
34941,5281750,Tumbleweeds,0,1,0,1,0,0,1,0,0,1,0,0,0,0
11691,6538127,Mata Hari,0,0,0,1,0,0,1,0,0,0,1,0,1,0
5453,8114232,Buck Privates Come Home,0,0,0,1,1,0,0,1,0,0,0,0,0,0
33942,13542692,La gran familia,0,0,0,1,1,0,1,0,0,0,0,0,0,0
31848,2402218,The Great Flamarion,0,0,0,1,0,0,1,0,0,0,0,0,0,0
27214,15213511,A Quiet Street,0,0,0,1,1,0,0,1,0,1,0,1,0,0
20820,14469799,What's The Matador?,0,0,0,1,1,0,0,0,0,0,0,1,0,0
10608,19301056,Fast Company,0,0,0,1,1,0,0,0,0,0,0,1,0,0
32398,9316735,"Walk Softly, Stranger",0,0,0,1,0,0,1,0,0,0,0,0,0,0
5749,73427,Detour,0,0,0,1,0,1,1,0,0,0,0,0,1,0
25371,61508,Mr. Deeds Goes to Town,0,0,0,1,1,0,1,0,0,0,1,0,0,0
21587,19104545,Boy Slaves,0,0,0,1,0,0,1,0,0,0,0,0,0,0
17736,14643875,The Threat,0,0,0,1,0,1,1,0,0,0,0,0,1,0
25634,8626367,The Young in Heart,0,0,0,1,1,0,0,0,0,0,1,0,0,0
22084,1858745,The New Janitor,0,0,0,1,1,0,0,0,0,1,0,1,0,0
28072,17980259,Strictly Dishonorable,0,0,0,1,1,0,0,0,0,0,0,0,0,0
16387,3531556,Wife vs. Secretary,0,0,0,1,1,0,0,0,0,0,1,0,0,0
19108,14624892,The Purchase Price,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3486,7586530,The Road to Reno,0,0,0,1,0,0,1,0,0,0,0,0,0,0
36027,5016035,Why Worry?,0,0,0,1,1,0,0,0,0,1,0,0,0,0
5060,19842633,The Avenger,0,0,0,1,0,1,0,0,0,0,0,0,0,0
25460,12732947,Gambling Lady,0,0,0,1,0,1,1,0,0,0,1,0,0,0
18002,2549113,Virginia City,1,1,0,1,0,0,0,0,0,0,0,0,0,0
30317,2096585,The Adventures of Mark Twain,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23772,23494156,Everything Goes Wrong,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4130,695522,At the Circus,0,0,0,1,1,0,0,0,0,0,0,0,0,0
34885,17484707,Five,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30407,4429858,The Knack...and How to Get It,0,0,0,1,1,0,0,0,0,0,1,0,0,0
27020,2950931,Der Sieg des Glaubens,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5532,17356137,The Show,0,0,0,1,0,0,1,0,0,0,0,0,0,0
28347,19787835,Ye Olde Minstrels,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2949,18084708,Girl Trouble,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11664,12779395,Vento del sud,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1711,1688821,The Silver Fleet,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26445,9122363,College Humor,0,0,0,1,1,0,0,0,0,0,0,0,0,0
21379,19411127,Hide and Shriek,0,0,0,1,1,0,0,1,0,0,0,1,0,0
24141,43849,The Apartment,0,0,0,1,1,0,1,0,0,0,1,0,0,0
25918,22516246,La Mujer del Puerto,0,0,0,1,0,0,1,0,0,0,1,0,0,1
21444,19199701,Melissa of the Hills,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17392,4524798,Don Juan,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25072,19369363,The Isle of Love,0,0,1,1,0,0,0,0,0,0,0,0,0,0
41767,7999199,Desire,0,0,0,1,0,0,1,0,0,0,0,0,0,0
31407,74392,In the Land of the Head Hunters,0,0,0,1,0,0,1,0,0,1,0,0,0,0
30002,10026747,Picado Fino,0,0,0,1,0,0,1,0,0,1,0,0,0,0
21029,61530,One Hundred Men and a Girl,0,0,0,1,1,0,0,0,0,0,0,0,0,0
28624,9742232,None Shall Escape,0,0,0,1,0,1,1,0,0,0,0,0,0,0
13864,7161386,Convict 99,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17271,2006607,Green for Danger,0,0,0,1,0,1,1,0,0,0,0,0,1,0
19325,11635128,The Ice Follies of 1939,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21703,14508376,Akkara Paha,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14110,9082335,Kid Galahad,0,0,0,1,0,1,1,0,0,0,0,0,0,0
29756,14736812,If a Body Meets a Body,0,0,0,1,1,0,0,0,0,0,0,1,0,0
15592,584014,Steamboat Bill Jr.,0,0,1,1,1,0,1,0,0,1,0,0,0,0
33284,8461302,Slippery Silks,0,0,0,1,1,0,0,0,0,0,0,1,0,0
14484,19389196,Free Wheeling,0,0,0,1,1,0,0,1,0,0,0,1,0,0
5526,19400450,The Lucky Corner,0,0,0,1,1,0,0,1,0,0,0,1,0,0
23422,19484455,Salomy Jane,0,0,0,1,0,0,1,0,0,0,0,1,0,0
14439,1700067,Secrets,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12848,2629975,The Old Dark House,0,0,0,1,1,0,1,0,1,0,0,0,1,0
10995,9231651,Gentleman Jim,0,0,0,1,1,0,1,0,0,0,1,0,0,0
21616,3127366,Yield to the Night,0,0,0,1,0,1,1,0,0,0,0,0,0,0
34006,16794046,The Greeks Had a Word for Them,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20864,14923004,The Bluffers,0,0,0,1,0,0,0,0,0,1,0,1,0,0
27610,14647227,The Devil-Stone,0,0,0,1,0,0,0,0,0,1,1,0,0,0
16306,1364397,Tortilla Flat,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2666,1683454,Pups Is Pups,0,0,0,1,1,0,0,1,0,0,0,1,0,0
20278,7148117,Rio Rita,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7044,7040349,In The Navy,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2543,22050579,Million Dollar Baby,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22791,2631894,The Pearl of Death,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6280,17826058,Sex,0,0,0,1,0,0,1,0,0,0,0,0,0,0
471,19988478,J'ai quelque chose à vous dire,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29392,5429235,The Postman Always Rings Twice,0,0,0,1,0,1,1,0,0,0,1,0,1,0
33035,1411283,The Virgin Spring,0,0,0,1,0,1,1,0,0,0,0,0,1,1
5053,3404012,Marihuana,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26533,11975441,Two-Fisted Law,1,0,0,1,0,0,0,0,0,0,0,0,0,0
29322,2338179,T-Men,0,0,0,1,0,1,1,0,0,0,0,0,1,0
19364,1623252,Rich and Strange,0,0,1,1,1,0,0,0,0,0,1,0,1,0
32704,11594316,Laughing Sinners,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23532,1860972,Impact,0,0,0,1,0,1,1,0,0,0,0,0,1,0
7344,9386023,Double Bunk,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26018,16994537,The Nest,0,0,0,1,0,0,1,0,0,0,0,0,0,0
13537,14437070,Scotched in Scotland,0,0,0,1,1,0,0,0,0,0,0,1,0,0
9673,4298713,Captive Women,0,0,0,1,0,0,1,0,0,0,1,0,0,0
12621,1178726,Just Imagine,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40396,12305754,The Adventures of Tartu,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32109,19167990,A Scandal in Paris,0,0,1,1,0,1,1,0,0,0,1,0,0,0
2760,14451664,Rockin' Thru the Rockies,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4932,6041144,The Last Performance,0,0,0,1,0,1,1,0,0,1,1,0,0,0
